Sub-Domain,"Invoice #","POS Date","Product Type","Manufacturer name","Category name","Product Name",SKU,"Qty Sold",Price,Total
tesco,24249,"04-06-26 3:06 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,16.00,16.00
tesco,24248,"04-06-26 3:04 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
tesco,24247,"04-06-26 2:51 pm",Standard,Budi,Accessories,"Budi Type C 1M Cable",6971536926710,1,10.00,10.00
gort1,23999,"04-06-26 2:50 pm",Standard,,Vape,"Disposable Vape (30)",VAP30,1,24.00,24.00
tesco,24246,"04-06-26 2:44 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,20.00,20.00
tesco,24245,"04-06-26 2:37 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,30.00,30.00
tesco,24244,"04-06-26 2:20 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,5.00,5.00
tesco,24242,"04-06-26 2:17 pm",Standard,,Accessories,"Tempered Glass",TG1,3,10.00,30.00
phonelab,10380,"04-06-26 2:17 pm",Standard,,Accessories,"Gorilla Tempered Glass / Screen Protector",GSP06,1,10.00,10.00
gort1,23998,"04-06-26 1:56 pm",Standard,,Vape,"Disposable Vape (30)",VAP30,1,25.00,25.00
gort1,23998,"04-06-26 1:56 pm",Standard,,Vape,"LIQUID 8",1017597,2,8.00,16.00
gort1,23998,"04-06-26 1:56 pm",Standard,,Accessories,"Apple Lightning Cable",539804,1,15.00,15.00
gort1,23997,"04-06-26 1:53 pm",Standard,,Accessories,"Apple Lightning Cable",539804,1,15.00,15.00
tesco,24241,"04-06-26 1:45 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,10.00,10.00
gort1,23996,"04-06-26 1:41 pm",Standard,,Accessories,"Apple Lightning Cable",539804,1,15.00,15.00
gort1,23995,"04-06-26 1:34 pm",Standard,,Vape,"Disposable Vape (30)",VAP30,1,35.00,35.00
tesco,24240,"04-06-26 1:33 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,5.00,5.00
gort1,23994,"04-06-26 1:26 pm",Standard,.,Vape,". LIQUID 10",571568,1,10.00,10.00
tesco,24239,"04-06-26 1:16 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,10.00,10.00
tesco,24238,"04-06-26 1:15 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,10.00,10.00
gort1,23993,"04-06-26 1:15 pm",Standard,,Accessories,"Mobile Cover and Temper glass",1430320,1,20.00,20.00
gort1,23992,"04-06-26 1:09 pm",Standard,,Accessories,"Apple Lightning Cable",539804,1,20.00,20.00
gort1,23991,"04-06-26 12:48 pm",Standard,,Accessories,"Mobile Cover and Temper glass",1430320,1,30.00,30.00
phonelab,10379,"04-06-26 12:35 pm",Standard,,Accessories,"Intenso Buds",1491199,1,35.00,35.00
gort1,23990,"04-06-26 12:26 pm",Standard,,,"Watch Straps",1134579,1,15.00,15.00
gort1,23989,"04-06-26 12:15 pm",Standard,,,"Loom Pod",1402591,1,60.00,60.00
gort1,23989,"04-06-26 12:15 pm",Standard,,Vape,"Disposable Vape (15)",VAP15,1,15.00,15.00
gort1,23989,"04-06-26 12:15 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
phoneshop,17879,"04-06-26 12:12 pm",Standard,,Accessories,"65W Plug",1086893,1,35.00,35.00
gort1,23987,"04-06-26 12:08 pm",Standard,,,"Loom Pod",1402591,1,75.00,75.00
tesco,24236,"04-06-26 12:03 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,5.00,5.00
tesco,24235,"04-06-26 12:02 pm",Standard,Samsung,Accessories,"Samsung Samsung - 25W USB-C Wall Plug Black",8806090973352,1,25.00,25.00
tesco,24235,"04-06-26 12:02 pm",Standard,Budi,Accessories,"Budi Type C 2M Cable",6971536924990,1,15.00,15.00
gort1,23986,"04-06-26 11:53 am",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23986,"04-06-26 11:53 am",Standard,.,Vape,". Coil",424281,1,5.00,5.00
tesco,24233,"04-06-26 11:49 am",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,24.00,24.00
phoneshop,17878,"04-06-26 11:43 am",Standard,.,Accessories,". King Kong Armor Case",371282,1,15.00,15.00
phoneshop,17878,"04-06-26 11:43 am",Standard,,Accessories,"Gorilla Tempered Glass / Screen Protector",GSP06,1,20.00,20.00
phonelab,10378,"04-06-26 11:37 am",Standard,,Accessories,"Charger/ adapter / Plug Generic",PLUG,1,15.00,15.00
tesco,24232,"04-06-26 11:31 am",Standard,.,Accessories,". Cover and tempered Glass",25,1,35.00,35.00
tesco,24230,"04-06-26 11:24 am",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
gort1,23984,"04-06-26 10:55 am",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23983,"04-06-26 10:38 am",Standard,,Vape,"Disposable Vape (30)",VAP30,1,25.00,25.00
gort1,23982,"04-06-26 10:36 am",Standard,,Vape,"LIQUID 8",1017597,3,8.00,24.00
phonelab,10376,"04-06-26 10:35 am",Standard,,Phones,"Phone Sale",PHONESALE,1,260.00,260.00
phonelab,10376,"04-06-26 10:35 am",Standard,,Accessories,"Charger/ adapter / Plug Generic",PLUG,1,20.00,20.00
gort1,23980,"04-06-26 10:23 am",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23980,"04-06-26 10:23 am",Standard,.,Vape,". Coil",424281,1,5.00,5.00
gort1,23979,"04-06-26 10:11 am",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23979,"04-06-26 10:11 am",Standard,.,Vape,". Coil",424281,1,10.00,10.00
gort1,23978,"03-06-26 6:01 pm",Standard,Apple,,"Apple Macbook Charger Type-C",1623085,1,55.00,55.00
phonelab,10375,"03-06-26 6:00 pm",Standard,,Accessories,"Extra / Cash Overage Adjustment",0000,1,69.00,69.00
gort1,23977,"03-06-26 6:00 pm",Standard,,,"Loom Pod",1402591,1,60.00,60.00
gort1,23976,"03-06-26 6:00 pm",Standard,.,Vape,". Coil",424281,1,4.00,4.00
phonelab,10374,"03-06-26 6:00 pm",Standard,,Accessories,"Extra / Cash Overage Adjustment",0000,1,10.00,10.00
phoneshop,17876,"03-06-26 5:59 pm",Standard,,Accessories,"Pop Socket",148590,1,6.00,6.00
tesco,24225,"03-06-26 5:57 pm",Standard,.,Accessories,". Cover and tempered Glass",25,1,30.00,30.00
phonelab,10373,"03-06-26 5:56 pm",Standard,,Accessories,"Extra / Cash Overage Adjustment",0000,1,3.00,3.00
tesco,24224,"03-06-26 5:54 pm",Standard,.,Accessories,". FM Transmitter B/L",348932,1,25.00,25.00
phonelab,10372,"03-06-26 5:53 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,10.00,10.00
phonelab,10371,"03-06-26 5:51 pm",Standard,,Accessories,"Gorilla Tempered Glass / Screen Protector",GSP06,1,10.00,10.00
phonelab,10370,"03-06-26 5:42 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,18.00,18.00
phonelab,10369,"03-06-26 5:40 pm",Standard,,Accessories,"Privacy Tempered Glass / Screen Protector",GSP05,1,15.00,15.00
gort1,23975,"03-06-26 5:39 pm",Standard,,Vape,"LIQUID 8",1017597,2,8.00,16.00
gort1,23975,"03-06-26 5:39 pm",Standard,.,Vape,". Coil",424281,1,5.00,5.00
gort1,23974,"03-06-26 5:37 pm",Standard,,,"Loom Pod",1402591,1,60.00,60.00
tesco,24222,"03-06-26 5:13 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
gort1,23973,"03-06-26 5:09 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23972,"03-06-26 4:55 pm",Standard,,Vape,"Disposable Vape (30)",VAP30,1,20.00,20.00
gort1,23972,"03-06-26 4:55 pm",Standard,,Vape,"LIQUID 8",1017597,1,11.00,11.00
tesco,24221,"03-06-26 4:53 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,15.00,15.00
gort1,23971,"03-06-26 4:51 pm",Standard,.,Vape,". LIQUID 20",595655,1,20.00,20.00
tesco,24220,"03-06-26 4:37 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,15.00,15.00
gort1,23970,"03-06-26 4:36 pm",Standard,.,Vape,". LIQUID 10",571568,2,10.00,20.00
tesco,24219,"03-06-26 4:34 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,8.00,8.00
phonelab,10367,"03-06-26 4:33 pm",Standard,,Accessories,"intenso memory",1495816,1,25.00,25.00
gort1,23969,"03-06-26 4:21 pm",Standard,,,"Loom Pod",1402591,1,60.00,60.00
gort1,23968,"03-06-26 4:09 pm",Standard,.,Vape,". LIQUID 20",595655,1,15.00,15.00
gort1,23968,"03-06-26 4:09 pm",Standard,,Accessories,"Privacy Tempered Glass / Screen Protector",GSP05,1,15.00,15.00
phonelab,10366,"03-06-26 4:02 pm",Standard,,Vape,"Disposable Vape (10)",VAP10,1,20.00,20.00
gort1,23967,"03-06-26 3:59 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
phonelab,10365,"03-06-26 3:35 pm",Standard,,Vape,"Disposable Vape (17)",VAP17,1,20.00,20.00
gort1,23965,"03-06-26 3:27 pm",Standard,,Accessories,"JBL Quantum 100 Gaming Wired Headphones Black",050036369640,1,65.00,65.00
gort1,23965,"03-06-26 3:27 pm",Standard,,Accessories,"Gorilla Tempered Glass / Screen Protector",GSP06,1,10.00,10.00
gort1,23965,"03-06-26 3:27 pm",Standard,,Vape,"Disposable Vape (10)",VAP10,1,10.00,10.00
phonelab,10364,"03-06-26 3:25 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,16.00,16.00
gort1,23964,"03-06-26 3:22 pm",Standard,,Vape,"LIQUID 8",1017597,2,8.00,16.00
phonelab,10362,"03-06-26 2:56 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,16.00,16.00
phonelab,10361,"03-06-26 2:55 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,2,6.00,12.00
gort1,23963,"03-06-26 2:48 pm",Standard,,Vape,"Disposable Vape (30)",VAP30,1,20.00,20.00
gort1,23963,"03-06-26 2:48 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
phoneshop,17874,"03-06-26 2:39 pm",Standard,.,Accessories,". King Kong Armor Case",371282,1,15.00,15.00
phonelab,10359,"03-06-26 2:32 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,6.00,6.00
gort1,23962,"03-06-26 2:24 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23961,"03-06-26 2:24 pm",Standard,,Accessories,"Gorilla Tempered Glass / Screen Protector",GSP06,1,10.00,10.00
phonelab,10358,"03-06-26 2:18 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,8.00,8.00
tesco,24215,"03-06-26 1:51 pm",Standard,Budi,Accessories,"Budi Type C 2M Cable",6971536924990,1,15.00,15.00
tesco,24215,"03-06-26 1:51 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
gort1,23960,"03-06-26 1:27 pm",Standard,,Vape,"LIQUID 8",1017597,2,8.00,16.00
gort1,23959,"03-06-26 1:19 pm",Standard,,Vape,"LIQUID 8",1017597,2,8.00,16.00
gort1,23958,"03-06-26 1:02 pm",Standard,,Vape,"Disposable Vape (30)",VAP30,1,28.00,28.00
gort1,23957,"03-06-26 12:56 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
phoneshop,17873,"03-06-26 12:48 pm",Standard,,Accessories,"Card Holder",1545502,1,20.00,20.00
phoneshop,17872,"03-06-26 12:42 pm",Standard,,,"3 pin cable",1374379,1,15.00,15.00
gort1,23955,"03-06-26 12:37 pm",Standard,,Vape,"LIQUID 8",1017597,3,8.00,24.00
gort1,23954,"03-06-26 12:32 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
phonelab,10355,"03-06-26 12:20 pm",Standard,,Vape,"Disposable Vape (10)",VAP10,1,20.00,20.00
phonelab,10354,"03-06-26 12:13 pm",Standard,,Vape,"Disposable Vape (10)",VAP10,1,20.00,20.00
gort1,23953,"03-06-26 11:47 am",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23953,"03-06-26 11:47 am",Standard,.,Vape,". Coil",424281,1,5.00,5.00
ennis,24006,"03-06-26 11:34 am",Standard,Hoco,Accessories,"Hoco Hoco J101A Astute 22.5W  Full Compatible Powerbank (20000mAh) White",6931474782502,1,35.00,35.00
gort1,23952,"03-06-26 11:30 am",Standard,.,Vape,". LIQUID 20",595655,1,15.00,15.00
ennis,24005,"03-06-26 11:24 am",Standard,,,"Redmi Screen",1487962,1,80.00,80.00
gort1,23951,"03-06-26 11:09 am",Standard,,Vape,"LIQUID 8",1017597,2,8.00,16.00
gort1,23950,"03-06-26 11:04 am",Standard,,,"Loom Pod",1402591,1,40.00,40.00
tesco,24209,"03-06-26 10:57 am",Standard,.,Accessories,". Cover and tempered Glass",25,1,30.00,30.00
phonelab,10352,"03-06-26 10:45 am",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,2,6.00,12.00
phonelab,10351,"03-06-26 10:43 am",Standard,,Accessories,"Gorilla Tempered Glass / Screen Protector",GSP06,1,10.00,10.00
gort1,23949,"03-06-26 10:35 am",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23948,"03-06-26 10:18 am",Standard,,,"Loom Pod",1402591,1,40.00,40.00
gort1,23947,"03-06-26 10:13 am",Standard,Nokia,"Mobile Sale (Used)","Nokia 130",222522,1,20.00,20.00
phonelab,10349,"03-06-26 9:47 am",Standard,,Accessories,"Hoco ESD05 Hi-Res Audio RGB Gaming Wired Headphones Black",1506982,1,35.00,35.00
tesco,24206,"02-06-26 6:11 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,10.00,10.00
gort1,23946,"02-06-26 6:03 pm",Standard,Apple,,"Apple Macbook Charger Type-C",1623085,1,50.00,50.00
gort1,23946,"02-06-26 6:03 pm",Standard,,Vape,"Disposable Vape (30)",VAP30,1,32.00,32.00
phonelab,10348,"02-06-26 5:55 pm",Standard,,Accessories,"Extra / Cash Overage Adjustment",0000,1,41.00,41.00
tesco,24204,"02-06-26 5:48 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
phonelab,10347,"02-06-26 5:46 pm",Standard,,Accessories,"Extra / Cash Overage Adjustment",0000,1,1.00,1.00
phoneshop,17870,"02-06-26 5:34 pm",Standard,.,Accessories,". Cover and tempered Glass",25,1,40.00,40.00
gort1,23945,"02-06-26 5:20 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
phonelab,10346,"02-06-26 5:13 pm",Standard,,Accessories,"Privacy Tempered Glass / Screen Protector",GSP05,1,15.00,15.00
phonelab,10344,"02-06-26 5:07 pm",Standard,,Accessories,"Gorilla Tempered Glass / Screen Protector",GSP06,1,10.00,10.00
phonelab,10343,"02-06-26 5:06 pm",Standard,,Phones,"Phone Sale (1563386)",PHONESALE,1,494.00,494.00
phonelab,10342,"02-06-26 4:59 pm",Standard,,Accessories,"Pop Socket",148590,1,5.00,5.00
phonelab,10341,"02-06-26 4:59 pm",Standard,,Accessories,"Generic TWS/ Blutooth earPhones",GTWS,1,45.00,45.00
gort1,23943,"02-06-26 4:46 pm",Standard,.,Vape,". LIQUID 50",424282,5,10.00,50.00
tesco,24202,"02-06-26 4:46 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
tesco,24201,"02-06-26 4:46 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
phoneshop,17869,"02-06-26 4:44 pm",Standard,,,WEBCAM,1423063,1,20.00,20.00
gort1,23942,"02-06-26 4:29 pm",Standard,,Vape,"LIQUID 8",1017597,2,8.00,16.00
phonelab,10340,"02-06-26 4:29 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,8.00,8.00
phoneshop,17868,"02-06-26 4:28 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,2,8.00,16.00
phonelab,10339,"02-06-26 4:27 pm",Standard,,Vape,"Disposable Vape (10)",VAP10,1,8.00,8.00
gort1,23941,"02-06-26 4:23 pm",Standard,,Vape,"LIQUID 8",1017597,2,8.00,16.00
gort1,23941,"02-06-26 4:23 pm",Standard,.,Vape,". Coil",424281,1,10.00,10.00
phoneshop,17867,"02-06-26 4:21 pm",Standard,.,Accessories,". FM Transmitter B/L",348932,1,30.00,30.00
gort1,23940,"02-06-26 4:07 pm",Standard,Hoco,Accessories,"Hoco Hoco GM108 Light Indicator Fast Charging iPad Stylus Pen ( All Model After 2018)",6942007600569,1,35.00,35.00
gort1,23940,"02-06-26 4:07 pm",Standard,,Accessories,"Gorilla Tempered Glass / Screen Protector",GSP06,1,20.00,20.00
phoneshop,17865,"02-06-26 3:52 pm",Standard,,Dumpling,"Squishy Bao Dumpling",1626768,1,8.00,8.00
phonelab,10337,"02-06-26 3:50 pm",Standard,,Accessories,"Generic TWS/ Blutooth earPhones",GTWS,1,35.00,35.00
phonelab,10336,"02-06-26 3:49 pm",Standard,,Accessories,"Generic TWS/ Blutooth earPhones",GTWS,1,0.00,0.00
tesco,24200,"02-06-26 3:49 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,10.00,10.00
gort1,23939,"02-06-26 3:48 pm",Standard,,Accessories,"minifigure lego, labubo dolls",1429929,1,10.00,10.00
gort1,23939,"02-06-26 3:48 pm",Standard,.,Vape,". Coil",424281,1,12.00,12.00
tesco,24198,"02-06-26 3:43 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
tesco,24197,"02-06-26 3:40 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
phoneshop,17864,"02-06-26 3:23 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
phonelab,10335,"02-06-26 3:17 pm",Standard,,Vape,"Disposable Vape (10)",VAP10,1,10.00,10.00
gort1,23938,"02-06-26 3:12 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
phonelab,10334,"02-06-26 3:12 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,6.00,6.00
phonelab,10333,"02-06-26 3:09 pm",Standard,Baseus,Baseus,"Baseus Baseus Cable",FCAB,1,20.00,20.00
phonelab,10332,"02-06-26 3:05 pm",Standard,Baseus,Baseus,"Baseus Baseus Cable",FCAB,1,15.00,15.00
gort1,23937,"02-06-26 3:04 pm",Standard,,,"Loom Pod",1402591,1,40.00,40.00
gort1,23936,"02-06-26 2:54 pm",Standard,,Accessories,"Mobile Cover and Temper glass",1430320,1,30.00,30.00
phonelab,10329,"02-06-26 2:51 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,8.00,8.00
phonelab,10328,"02-06-26 2:50 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,16.00,16.00
tesco,24195,"02-06-26 2:48 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,15.00,15.00
tesco,24194,"02-06-26 2:41 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,8.00,8.00
tesco,24193,"02-06-26 2:39 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
gort1,23935,"02-06-26 2:30 pm",Standard,,"Computer Accessories","Printer Cable",1489548,1,10.00,10.00
tesco,24191,"02-06-26 2:19 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,5.00,5.00
tesco,24190,"02-06-26 2:18 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,10.00,10.00
phonelab,10327,"02-06-26 2:16 pm",Standard,,Vape,"Disposable Vape (10)",VAP10,1,10.00,10.00
tesco,24189,"02-06-26 2:16 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,20.00,20.00
phonelab,10326,"02-06-26 2:05 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,32.00,32.00
phonelab,10325,"02-06-26 2:05 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,6.00,6.00
phonelab,10324,"02-06-26 2:01 pm",Standard,,Vape,"Disposable Vape (8)",VAP8,1,8.00,8.00
gort1,23934,"02-06-26 1:42 pm",Standard,,,"Loom Pod",1402591,1,50.00,50.00
phoneshop,17863,"02-06-26 1:17 pm",Standard,,Accessories,"Card Holder",1545502,1,20.00,20.00
gort1,23933,"02-06-26 1:00 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23932,"02-06-26 12:58 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23931,"02-06-26 12:51 pm",Standard,,Vape,"Disposable Vape (17)",VAP17,1,20.00,20.00
tesco,24187,"02-06-26 12:49 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,8.00,8.00
gort1,23930,"02-06-26 12:47 pm",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23929,"02-06-26 12:42 pm",Standard,,Accessories,"minifigure lego, labubo dolls",1429929,3,6.00,18.00
gort1,23928,"02-06-26 12:38 pm",Standard,,Vape,"Disposable Vape (30)",VAP30,1,35.00,35.00
gort1,23928,"02-06-26 12:38 pm",Standard,,Vape,"LIQUID 8",1017597,2,8.00,16.00
phoneshop,17862,"02-06-26 12:31 pm",Standard,,,"Aux to Lightening",1225864,1,10.00,10.00
phoneshop,17861,"02-06-26 12:31 pm",Standard,,Watches,"Smart Watch Sale",1226418,1,60.00,60.00
phoneshop,17860,"02-06-26 12:28 pm",Standard,,,"Gen Wireless Charger",WCF,1,25.00,25.00
phonelab,10323,"02-06-26 12:28 pm",Standard,,Accessories,"HOCO. HI41 Portable 4G Wi-Fi 6 – Europe, Asia, Africa",6942007647984,1,45.00,45.00
gort1,23927,"02-06-26 11:59 am",Standard,,,"Loom Pod",1402591,1,40.00,40.00
gort1,23926,"02-06-26 11:57 am",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23925,"02-06-26 11:56 am",Standard,,Vape,"Disposable Vape (17)",VAP17,1,20.00,20.00
phonelab,10321,"02-06-26 11:52 am",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,6.00,6.00
gort1,23924,"02-06-26 11:48 am",Standard,,Vape,"LIQUID 8",1017597,4,8.00,32.00
gort1,23923,"02-06-26 11:41 am",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23922,"02-06-26 11:21 am",Standard,,"Laptop bag","Laptop bag",622499,1,45.00,45.00
gort1,23921,"02-06-26 11:11 am",Standard,,Vape,"LIQUID 8",1017597,2,8.00,16.00
gort1,23921,"02-06-26 11:11 am",Standard,.,Vape,". Coil",424281,1,5.00,5.00
phoneshop,17858,"02-06-26 11:03 am",Standard,.,Accessories,". Cover and tempered Glass",25,1,30.00,30.00
gort1,23920,"02-06-26 10:52 am",Standard,,Vape,"LIQUID 8",1017597,1,8.00,8.00
gort1,23919,"02-06-26 10:51 am",Standard,,,"Loom Pod",1402591,1,40.00,40.00
gort1,23918,"02-06-26 10:46 am",Standard,.,Vape,". LIQUID 10",571568,1,15.00,15.00
phonelab,10320,"02-06-26 10:35 am",Standard,,Accessories,"Gorilla Tempered Glass / Screen Protector",GSP06,1,10.00,10.00
phonelab,10319,"01-06-26 6:01 pm",Standard,,Accessories,"Extra / Cash Overage Adjustment",0000,1,50.00,50.00
phonelab,10318,"01-06-26 6:00 pm",Standard,,Accessories,"Extra / Cash Overage Adjustment",0000,1,18.00,18.00
phonelab,10317,"01-06-26 6:00 pm",Standard,,Vape,"Disposable Vape (10)",VAP10,1,18.00,18.00
phonelab,10316,"01-06-26 5:57 pm",Standard,,Accessories,"Extra / Cash Overage Adjustment",0000,1,20.00,20.00
tesco,24181,"01-06-26 5:55 pm",Standard,,Accessories,"Extra / Cash Overage Adjustment",0000,1,11.00,11.00
tesco,24180,"01-06-26 5:45 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
phonelab,10315,"01-06-26 5:42 pm",Standard,Generic,"Mobile Covers","Generic Wired Headphones",216165,1,20.00,20.00
tesco,24179,"01-06-26 5:32 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,2,5.00,10.00
tesco,24178,"01-06-26 5:29 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,5.00,5.00
tesco,24177,"01-06-26 5:27 pm",Standard,Budi,Accessories,"Budi Lighting Cable 1M",6971536920244,1,10.00,10.00
tesco,24176,"01-06-26 5:20 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,5.00,5.00
tesco,24175,"01-06-26 5:17 pm",Standard,,Accessories,"Hoco C91B Type-C 20W PD Power Adapter White",6931474753373,1,35.00,35.00
tesco,24174,"01-06-26 5:12 pm",Standard,Budi,Accessories,"Budi Lighting Cable 1M",6971536920244,1,10.00,10.00
phonelab,10314,"01-06-26 5:12 pm",Standard,,Vape,"Disposable Vape (10)",VAP10,1,16.00,16.00
phonelab,10313,"01-06-26 5:05 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,-2,5.00,-10.00
tesco,24172,"01-06-26 5:03 pm",Standard,Hoco,Accessories,"Hoco Hoco X20 Flash Lightning Charging Cable 3M (White)",6957531068938,1,20.00,20.00
phonelab,10312,"01-06-26 4:50 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,2,6.00,12.00
tesco,24171,"01-06-26 4:37 pm",Standard,,Accessories,"Apple Type C cable",1181760,1,20.00,20.00
phonelab,10310,"01-06-26 4:34 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,6.00,6.00
phonelab,10309,"01-06-26 4:32 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,3,6.00,18.00
tesco,24170,"01-06-26 4:20 pm",Standard,,Accessories,"Mobile Cover and Temper glass",1430320,1,30.00,30.00
tesco,24169,"01-06-26 4:14 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,5.00,5.00
tesco,24168,"01-06-26 4:13 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
phonelab,10308,"01-06-26 4:11 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,2,6.00,12.00
phonelab,10307,"01-06-26 4:04 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,6.00,6.00
phonelab,10306,"01-06-26 3:55 pm",Standard,,Accessories,"Generic TWS/ Blutooth earPhones",GTWS,-1,6.00,-6.00
tesco,24167,"01-06-26 3:50 pm",Standard,,Accessories,"Tempered Glass",TG1,1,10.00,10.00
tesco,24166,"01-06-26 3:45 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,2,5.00,10.00
tesco,24165,"01-06-26 3:43 pm",Standard,,Accessories,"Hoco C91B Type-C 20W PD Power Adapter White",6931474753373,1,25.00,25.00
tesco,24164,"01-06-26 3:40 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,5.00,5.00
phonelab,10305,"01-06-26 3:30 pm",Standard,,"Computer Accessories","HDMI CABLE",1506661,1,20.00,20.00
tesco,24163,"01-06-26 3:30 pm",Standard,,Dumpling,"Dumpling / Butter Squishy",DUMP,1,13.00,13.00
